"","USD1MTD156N","DGS3MO"
"1985-08-07",NA,7.41
"1985-08-08",NA,7.41
"1985-08-09",NA,7.4
"1985-08-12",NA,7.33
"1985-08-13",NA,7.37
"1985-08-14",NA,7.32
"1985-08-15",NA,7.43
"1985-08-16",NA,7.34
"1985-08-19",NA,7.36
"1985-08-20",NA,7.35
"1985-08-21",NA,7.27
"1985-08-22",NA,7.27
"1985-08-23",NA,7.27
"1985-08-26",NA,7.3
"1985-08-27",NA,7.28
"1985-08-28",NA,7.29
"1985-08-29",NA,7.28
"1985-08-30",NA,7.38
"1985-09-02",NA,NA
"1985-09-03",NA,7.35
"1985-09-04",NA,7.28
"1985-09-05",NA,7.36
"1985-09-06",NA,7.5
"1985-09-09",NA,7.5
"1985-09-10",NA,7.47
"1985-09-11",NA,7.48
"1985-09-12",NA,7.48
"1985-09-13",NA,7.45
"1985-09-16",NA,7.42
"1985-09-17",NA,7.44
"1985-09-18",NA,7.34
"1985-09-19",NA,7.32
"1985-09-20",NA,7.24
"1985-09-23",NA,7.12
"1985-09-24",NA,7.06
"1985-09-25",NA,7.09
"1985-09-26",NA,7.16
"1985-09-27",NA,NA
"1985-09-30",NA,7.27
"1985-10-01",NA,7.26
"1985-10-02",NA,7.25
"1985-10-03",NA,7.22
"1985-10-04",NA,7.22
"1985-10-07",NA,7.32
"1985-10-08",NA,7.39
"1985-10-09",NA,7.42
"1985-10-10",NA,7.46
"1985-10-11",NA,7.43
"1985-10-14",NA,NA
"1985-10-15",NA,7.48
"1985-10-16",NA,7.45
"1985-10-17",NA,7.43
"1985-10-18",NA,7.44
"1985-10-21",NA,7.46
"1985-10-22",NA,7.39
"1985-10-23",NA,7.46
"1985-10-24",NA,7.5
"1985-10-25",NA,7.48
"1985-10-28",NA,7.47
"1985-10-29",NA,7.45
"1985-10-30",NA,7.42
"1985-10-31",NA,7.42
"1985-11-01",NA,7.44
"1985-11-04",NA,7.48
"1985-11-05",NA,7.48
"1985-11-06",NA,7.49
"1985-11-07",NA,7.54
"1985-11-08",NA,7.46
"1985-11-11",NA,NA
"1985-11-12",NA,7.46
"1985-11-13",NA,7.52
"1985-11-14",NA,7.56
"1985-11-15",NA,7.59
"1985-11-18",NA,7.48
"1985-11-19",NA,7.45
"1985-11-20",NA,7.49
"1985-11-21",NA,7.47
"1985-11-22",NA,7.47
"1985-11-25",NA,7.44
"1985-11-26",NA,7.43
"1985-11-27",NA,7.41
"1985-11-28",NA,NA
"1985-11-29",NA,7.39
"1985-12-02",NA,7.5
"1985-12-03",NA,7.47
"1985-12-04",NA,7.46
"1985-12-05",NA,7.5
"1985-12-06",NA,7.48
"1985-12-09",NA,7.44
"1985-12-10",NA,7.41
"1985-12-11",NA,7.28
"1985-12-12",NA,7.31
"1985-12-13",NA,7.2
"1985-12-16",NA,7.25
"1985-12-17",NA,7.23
"1985-12-18",NA,7.36
"1985-12-19",NA,7.33
"1985-12-20",NA,7.27
"1985-12-23",NA,7.3
"1985-12-24",NA,7.28
"1985-12-25",NA,NA
"1985-12-26",NA,7.23
"1985-12-27",NA,7.18
"1985-12-30",NA,7.17
"1985-12-31",NA,7.28
"1986-01-01",NA,NA
"1986-01-02",8.125,7.33
"1986-01-03",8.125,7.29
"1986-01-06",8.1875,7.29
"1986-01-07",8.125,7.26
"1986-01-08",8,7.4
"1986-01-09",8.1875,7.41
"1986-01-10",8.25,7.44
"1986-01-13",8.3125,7.48
"1986-01-14",8.375,7.48
"1986-01-15",8.25,7.42
"1986-01-16",8.1875,7.31
"1986-01-17",8.1875,7.33
"1986-01-20",8.25,NA
"1986-01-21",8.1875,7.25
"1986-01-22",8.1875,7.23
"1986-01-23",8.1875,7.19
"1986-01-24",8.1875,7.19
"1986-01-27",8.125,7.18
"1986-01-28",8.0625,7.14
"1986-01-29",8.0625,7.26
"1986-01-30",8.0625,7.27
"1986-01-31",8.0625,7.19
"1986-02-03",8.0625,7.22
"1986-02-04",8.0313,7.2
"1986-02-05",8,7.24
"1986-02-06",8,7.33
"1986-02-07",8,7.44
"1986-02-10",8.0625,7.43
"1986-02-11",8.0313,7.34
"1986-02-12",8.0625,7.34
"1986-02-13",8.0625,7.33
"1986-02-14",8,7.24
"1986-02-17",8,NA
"1986-02-18",8,7.24
"1986-02-19",8,7.31
"1986-02-20",8,7.34
"1986-02-21",8,7.2
"1986-02-24",8,7.24
"1986-02-25",7.9375,7.28
"1986-02-26",8,7.3
"1986-02-27",7.9688,7.26
"1986-02-28",7.9375,7.24
"1986-03-03",7.9375,7.19
"1986-03-04",7.9063,7.06
"1986-03-05",7.8125,7.07
"1986-03-06",7.8125,6.9
"1986-03-07",7.6563,6.81
"1986-03-10",7.5625,6.81
"1986-03-11",7.5,6.77
"1986-03-12",7.5,6.83
"1986-03-13",7.5625,6.8
"1986-03-14",7.5625,6.74
"1986-03-17",7.5625,6.77
"1986-03-18",7.625,6.74
"1986-03-19",7.6875,6.69
"1986-03-20",7.6875,6.64
"1986-03-21",7.625,6.61
"1986-03-24",7.625,6.61
"1986-03-25",7.625,6.57
"1986-03-26",7.5625,6.61
"1986-03-27",7.5,6.53
"1986-03-28",NA,NA
"1986-03-31",NA,6.53
"1986-04-01",7.4375,6.52
"1986-04-02",7.4375,6.53
"1986-04-03",7.4375,6.52
"1986-04-04",7.5,6.41
"1986-04-07",7.4063,6.43
"1986-04-08",7.1875,6.31
"1986-04-09",6.875,6.19
"1986-04-10",6.9375,6.2
"1986-04-11",6.9375,6.13
"1986-04-14",6.9375,6.09
"1986-04-15",6.9375,5.98
"1986-04-16",6.875,5.94
"1986-04-17",6.6875,6.01
"1986-04-18",6.6875,6.04
"1986-04-21",6.8125,6.04
"1986-04-22",6.875,6.12
"1986-04-23",7,6.27
"1986-04-24",7,6.29
"1986-04-25",7,6.32
"1986-04-28",7,6.29
"1986-04-29",6.9375,6.27
"1986-04-30",6.9375,6.28
"1986-05-01",7,6.29
"1986-05-02",7,6.33
"1986-05-05",NA,6.24
"1986-05-06",6.9375,6.23
"1986-05-07",6.9375,6.22
"1986-05-08",6.9375,6.22
"1986-05-09",6.9375,6.23
"1986-05-12",7,6.32
"1986-05-13",7.0625,6.27
"1986-05-14",7,6.27
"1986-05-15",7.0625,6.35
"1986-05-16",7.125,6.4
"1986-05-19",7.125,6.39
"1986-05-20",7.1563,6.42
"1986-05-21",7.0625,6.39
"1986-05-22",7.0625,6.39
"1986-05-23",7.0625,6.36
"1986-05-26",NA,NA
"1986-05-27",7,6.35
"1986-05-28",7,6.38
"1986-05-29",7.0625,6.49
"1986-05-30",7.125,6.49
"1986-06-02",7.125,6.56
"1986-06-03",7.1875,6.61
"1986-06-04",7.1875,6.72
"1986-06-05",7.1875,6.71
"1986-06-06",7.1875,6.51
"1986-06-09",7.0625,6.56
"1986-06-10",7.125,6.47
"1986-06-11",7.125,6.53
"1986-06-12",7.125,6.47
"1986-06-13",7.125,6.36
"1986-06-16",7.0625,6.31
"1986-06-17",7.0625,6.27
"1986-06-18",7.0625,6.27
"1986-06-19",7.0625,6.29
"1986-06-20",7.0625,6.28
"1986-06-23",7.0625,6.3
"1986-06-24",7.0625,6.26
"1986-06-25",7.0625,6.26
"1986-06-26",7.0625,6.26
"1986-06-27",7.0625,6.2
"1986-06-30",7.0313,6.13
"1986-07-01",7,6.17
"1986-07-02",7,6.18
"1986-07-03",7,6.08
"1986-07-04",6.9375,NA
"1986-07-07",6.9375,6.04
"1986-07-08",6.9375,6.11
"1986-07-09",7,6.05
"1986-07-10",6.875,6.02
"1986-07-11",6.6875,5.92
"1986-07-14",6.6875,5.94
"1986-07-15",6.5625,5.94
"1986-07-16",6.5625,5.94
"1986-07-17",6.5938,5.92
"1986-07-18",6.625,5.88
"1986-07-21",6.5625,5.89
"1986-07-22",6.5625,5.89
"1986-07-23",6.5625,5.98
"1986-07-24",6.625,5.98
"1986-07-25",6.625,5.98
"1986-07-28",6.625,6.07
"1986-07-29",6.625,6.03
"1986-07-30",6.5625,6.02
"1986-07-31",6.5625,5.96
"1986-08-01",6.4375,5.94
"1986-08-04",6.5,5.88
"1986-08-05",6.5,5.87
"1986-08-06",6.5,5.88
"1986-08-07",6.5,5.89
"1986-08-08",6.4688,5.86
"1986-08-11",6.4375,5.84
"1986-08-12",6.4375,5.77
"1986-08-13",6.375,5.73
"1986-08-14",6.25,5.75
"1986-08-15",6.2813,5.71
"1986-08-18",6.3125,5.77
"1986-08-19",6.3125,5.72
"1986-08-20",6.25,5.66
"1986-08-21",6,5.52
"1986-08-22",6,5.51
"1986-08-25",NA,5.43
"1986-08-26",5.9375,5.44
"1986-08-27",5.875,5.47
"1986-08-28",5.9375,5.44
"1986-08-29",5.9375,5.31
"1986-09-01",5.8125,NA
"1986-09-02",5.8125,5.33
"1986-09-03",5.9375,5.38
"1986-09-04",6,5.33
"1986-09-05",5.9375,5.37
"1986-09-08",6.0313,5.39
"1986-09-09",6.0625,5.34
"1986-09-10",6.0156,5.3
"1986-09-11",6.0625,5.35
"1986-09-12",6.1875,5.31
"1986-09-15",6.125,5.32
"1986-09-16",6.125,5.27
"1986-09-17",6.1875,5.26
"1986-09-18",6.125,5.37
"1986-09-19",6.1875,5.4
"1986-09-22",6.1875,5.4
"1986-09-23",6.1875,5.4
"1986-09-24",6.1406,5.38
"1986-09-25",6.0625,5.37
"1986-09-26",6.125,5.38
"1986-09-29",6.125,5.41
"1986-09-30",6.125,5.34
"1986-10-01",6.1094,5.33
"1986-10-02",6.0625,5.33
"1986-10-03",6.0625,5.23
"1986-10-06",6,5.19
"1986-10-07",5.9375,5.2
"1986-10-08",5.9375,5.18
"1986-10-09",5.9063,5.2
"1986-10-10",5.875,5.2
"1986-10-13",5.9375,NA
"1986-10-14",5.9375,5.28
"1986-10-15",6,5.32
"1986-10-16",6,5.34
"1986-10-17",6.0625,5.42
"1986-10-20",6.125,5.47
"1986-10-21",6.125,5.46
"1986-10-22",6.0625,5.45
"1986-10-23",6.0625,5.41
"1986-10-24",6.0625,5.42
"1986-10-27",6.0625,5.34
"1986-10-28",6.0313,5.34
"1986-10-29",6,5.34
"1986-10-30",5.875,5.32
"1986-10-31",5.9375,5.34
"1986-11-03",6,5.36
"1986-11-04",6,5.4
"1986-11-05",6.0625,5.4
"1986-11-06",6.0625,5.41
"1986-11-07",6.0625,5.47
"1986-11-10",6.125,5.58
"1986-11-11",6.125,NA
"1986-11-12",6.125,5.55
"1986-11-13",6.0625,5.55
"1986-11-14",6.0625,5.55
"1986-11-17",6.0781,5.56
"1986-11-18",6.125,5.5
"1986-11-19",6.125,5.48
"1986-11-20",6.125,5.53
"1986-11-21",6.125,5.51
"1986-11-24",6.125,5.53
"1986-11-25",6.0938,5.54
"1986-11-26",6.125,5.54
"1986-11-27",6.375,NA
"1986-11-28",6.375,5.54
"1986-12-01",6.375,5.57
"1986-12-02",6.4375,5.56
"1986-12-03",6.5,5.56
"1986-12-04",6.4375,5.55
"1986-12-05",6.3906,5.59
"1986-12-08",6.4375,5.66
"1986-12-09",6.4375,5.63
"1986-12-10",6.4375,5.64
"1986-12-11",6.4375,5.64
"1986-12-12",6.4375,5.64
"1986-12-15",6.5,5.66
"1986-12-16",6.6875,5.74
"1986-12-17",7.0625,5.8
"1986-12-18",7,5.76
"1986-12-19",7.2969,5.66
"1986-12-22",8.625,5.69
"1986-12-23",8.0625,5.71
"1986-12-24",7.5625,5.73
"1986-12-25",NA,NA
"1986-12-26",NA,5.72
"1986-12-29",7.7656,5.83
"1986-12-30",7.7656,5.85
"1986-12-31",6.75,5.83
"1987-01-01",NA,NA
"1987-01-02",6.5,5.7
"1987-01-05",6.375,5.71
"1987-01-06",6.375,5.67
"1987-01-07",6.375,5.58
"1987-01-08",6.25,5.58
"1987-01-09",6.125,5.53
"1987-01-12",6.1875,5.52
"1987-01-13",6.29688,5.51
"1987-01-14",6.34375,5.5
"1987-01-15",6.25,5.51
"1987-01-16",6.1875,5.47
"1987-01-19",6.25,NA
"1987-01-20",6.20313,5.45
"1987-01-21",6.1875,5.46
"1987-01-22",6.1875,5.53
"1987-01-23",6.1875,5.55
"1987-01-26",6.25,5.64
"1987-01-27",6.25,5.64
"1987-01-28",6.25,5.62
"1987-01-29",6.25,5.63
"1987-01-30",6.20313,5.76
"1987-02-02",6.3125,5.77
"1987-02-03",6.26563,5.75
"1987-02-04",6.25,5.79
"1987-02-05",6.1875,5.75
"1987-02-06",6.1875,5.82
"1987-02-09",6.3125,5.88
"1987-02-10",6.4375,5.99
"1987-02-11",6.54688,6.03
"1987-02-12",6.5,5.88
"1987-02-13",6.4375,5.81
"1987-02-16",6.5,NA
"1987-02-17",6.5625,5.88
"1987-02-18",6.5,5.76
"1987-02-19",6.375,5.6
"1987-02-20",6.3125,5.58
"1987-02-23",6.3125,5.59
"1987-02-24",6.3125,5.59
"1987-02-25",6.29688,5.6
"1987-02-26",6.5,5.6
"1987-02-27",6.46875,5.6
"1987-03-02",6.4375,5.63
"1987-03-03",6.4375,5.71
"1987-03-04",6.4375,5.68
"1987-03-05",6.4375,5.69
"1987-03-06",6.375,5.82
"1987-03-09",6.5,5.82
"1987-03-10",6.5625,5.86
"1987-03-11",6.625,5.86
"1987-03-12",6.59375,5.85
"1987-03-13",6.5625,5.79
"1987-03-16",6.5625,5.83
"1987-03-17",6.5625,5.74
"1987-03-18",6.5,5.69
"1987-03-19",6.5,5.67
"1987-03-20",6.4375,5.69
"1987-03-23",6.5,5.8
"1987-03-24",6.5625,5.79
"1987-03-25",6.5,5.74
"1987-03-26",6.5,5.74
"1987-03-27",6.5,5.81
"1987-03-30",6.5625,5.85
"1987-03-31",6.57813,5.79
"1987-04-01",6.5625,5.71
"1987-04-02",6.5,5.68
"1987-04-03",6.5,5.67
"1987-04-06",6.4375,5.65
"1987-04-07",6.4375,5.68
"1987-04-08",6.4375,5.67
"1987-04-09",6.4375,5.93
"1987-04-10",6.5625,6.04
"1987-04-13",6.75,6.22
"1987-04-14",7,6.11
"1987-04-15",6.8125,5.86
"1987-04-16",6.75,5.73
"1987-04-17",NA,NA
"1987-04-20",NA,5.74
"1987-04-21",6.8125,5.67
"1987-04-22",6.6875,5.59
"1987-04-23",6.75,5.66
"1987-04-24",6.8125,5.94
"1987-04-27",6.875,5.98
"1987-04-28",6.8125,6.01
"1987-04-29",6.75,5.89
"1987-04-30",6.8125,5.7
"1987-05-01",7,5.78
"1987-05-04",NA,5.87
"1987-05-05",7.0625,5.99
"1987-05-06",7.03125,5.67
"1987-05-07",6.96875,5.7
"1987-05-08",6.9375,5.71
"1987-05-11",6.875,5.84
"1987-05-12",6.9375,5.78
"1987-05-13",6.9375,5.7
"1987-05-14",6.9375,5.91
"1987-05-15",7,6.15
"1987-05-18",7.25,6.09
"1987-05-19",7.3125,5.96
"1987-05-20",7.375,5.87
"1987-05-21",7.25,5.71
"1987-05-22",7.25,5.74
"1987-05-25",NA,NA
"1987-05-26",7.0625,5.83
"1987-05-27",7.0625,5.94
"1987-05-28",7.1875,5.82
"1987-05-29",7.25,5.87
"1987-06-01",7.125,5.92
"1987-06-02",7.125,5.94
"1987-06-03",7.1875,5.87
"1987-06-04",7.125,5.84
"1987-06-05",7.125,5.87
"1987-06-08",7.125,5.85
"1987-06-09",7.125,5.68
"1987-06-10",7.14063,5.65
"1987-06-11",7.125,5.72
"1987-06-12",7.10938,5.73
"1987-06-15",7.0625,5.85
"1987-06-16",7.10938,5.81
"1987-06-17",7.10938,5.83
"1987-06-18",7.10938,5.83
"1987-06-19",7.125,5.84
"1987-06-22",7.125,5.86
"1987-06-23",7.125,5.9
"1987-06-24",7.125,6.02
"1987-06-25",7.125,6.03
"1987-06-26",7.17188,5.97
"1987-06-29",7.125,5.88
"1987-06-30",7.0625,5.91
"1987-07-01",7,5.82
"1987-07-02",6.9375,5.84
"1987-07-03",6.875,NA
"1987-07-06",6.84375,5.85
"1987-07-07",6.875,5.78
"1987-07-08",6.875,5.74
"1987-07-09",6.875,5.78
"1987-07-10",6.875,5.76
"1987-07-13",6.8125,5.78
"1987-07-14",6.8125,5.72
"1987-07-15",6.75,5.75
"1987-07-16",6.8125,5.75
"1987-07-17",6.75,5.73
"1987-07-20",6.75,5.72
"1987-07-21",6.75,5.87
"1987-07-22",6.75,5.85
"1987-07-23",6.8125,5.87
"1987-07-24",6.8125,5.96
"1987-07-27",6.8125,6.03
"1987-07-28",6.8125,6.09
"1987-07-29",6.76563,6.11
"1987-07-30",6.75,6.27
"1987-07-31",6.75,6.27
"1987-08-03",6.8125,6.25
"1987-08-04",6.89063,6.04
"1987-08-05",6.84375,6.04
"1987-08-06",6.78125,5.93
"1987-08-07",6.76563,6.04
"1987-08-10",6.76563,6.11
"1987-08-11",6.75,6.13
"1987-08-12",6.70313,6.14
"1987-08-13",6.6875,6.15
"1987-08-14",6.6875,6.15
"1987-08-17",6.75,6.17
"1987-08-18",6.75,6.21
"1987-08-19",6.8125,6.24
"1987-08-20",6.8125,6.31
"1987-08-21",6.8125,6.3
"1987-08-24",6.8125,6.38
"1987-08-25",6.8125,6.38
"1987-08-26",6.8125,6.46
"1987-08-27",7,6.5
"1987-08-28",7.125,6.52
"1987-08-31",NA,6.45
"1987-09-01",7.1875,6.32
"1987-09-02",7.1875,6.29
"1987-09-03",7.1875,6.39
"1987-09-04",7.1875,6.59
"1987-09-07",7.375,NA
"1987-09-08",7.4375,6.66
"1987-09-09",7.5625,6.65
"1987-09-10",7.5,6.54
"1987-09-11",7.5,6.56
"1987-09-14",7.4375,6.56
"1987-09-15",7.4375,6.55
"1987-09-16",7.5625,6.55
"1987-09-17",7.5625,6.59
"1987-09-18",7.5625,6.63
"1987-09-21",7.5625,6.74
"1987-09-22",7.5625,6.73
"1987-09-23",7.5625,6.71
"1987-09-24",7.5625,6.67
"1987-09-25",7.5625,6.76
"1987-09-28",7.625,6.81
"1987-09-29",7.625,6.92
"1987-09-30",7.75,6.83
"1987-10-01",7.6875,6.86
"1987-10-02",7.6875,6.89
"1987-10-05",7.6875,6.92
"1987-10-06",7.75,6.77
"1987-10-07",7.75,6.78
"1987-10-08",7.75,6.93
"1987-10-09",7.9375,7
"1987-10-12",7.9375,NA
"1987-10-13",7.9375,7.03
"1987-10-14",7.9375,7.45
"1987-10-15",8.0625,7.33
"1987-10-16",8.125,7.19
"1987-10-19",8.1875,6.67
"1987-10-20",8,6.05
"1987-10-21",7.5,5.78
"1987-10-22",7.3125,5.53
"1987-10-23",7.125,5.47
"1987-10-26",7.125,5.44
"1987-10-27",7.25,5.39
"1987-10-28",7.3125,5.25
"1987-10-29",7.125,5.19
"1987-10-30",7.125,5.45
"1987-11-02",7.15625,5.85
"1987-11-03",7.07813,5.81
"1987-11-04",6.9375,5.71
"1987-11-05",6.6875,5.76
"1987-11-06",6.6875,5.92
"1987-11-09",6.84375,5.92
"1987-11-10",6.875,5.85
"1987-11-11",6.875,NA
"1987-11-12",6.875,6.02
"1987-11-13",6.875,6.11
"1987-11-16",6.9375,6.1
"1987-11-17",7.0625,6.07
"1987-11-18",6.9375,5.95
"1987-11-19",6.9375,5.85
"1987-11-20",6.90625,5.92
"1987-11-23",6.875,6
"1987-11-24",6.875,5.95
"1987-11-25",6.9375,5.88
"1987-11-26",6.9375,NA
"1987-11-27",7.98438,5.82
"1987-11-30",8.1875,5.42
"1987-12-01",8,5.72
"1987-12-02",8.0625,5.66
"1987-12-03",8.0625,5.52
"1987-12-04",8,5.61
"1987-12-07",8.0625,6.05
"1987-12-08",8.25,6.05
"1987-12-09",8.375,6.02
"1987-12-10",8.3125,6.11
"1987-12-11",8.4375,6.05
"1987-12-14",8.5625,6.08
"1987-12-15",8.625,6.12
"1987-12-16",8.4375,6.13
"1987-12-17",8.3125,6.12
"1987-12-18",8.3125,6.06
"1987-12-21",8.125,6.1
"1987-12-22",8.125,6.12
"1987-12-23",8.20313,5.96
"1987-12-24",8.0625,5.92
"1987-12-25",NA,NA
"1987-12-28",NA,5.93
"1987-12-29",8,6.03
"1987-12-30",7.1875,5.89
"1987-12-31",7.125,5.86
"1988-01-01",NA,NA
"1988-01-04",7.0625,6.09
"1988-01-05",7.01563,6.12
"1988-01-06",7.125,6.03
"1988-01-07",7.125,5.96
"1988-01-08",7.0625,6.06
"1988-01-11",7.0625,5.91
"1988-01-12",7.0625,5.99
"1988-01-13",7.0625,5.97
"1988-01-14",7.0625,6.07
"1988-01-15",7,6.07
"1988-01-18",7,NA
"1988-01-19",7,6.18
"1988-01-20",7.01563,5.99
"1988-01-21",7,6
"1988-01-22",6.9375,6
"1988-01-25",6.9375,6.04
"1988-01-26",6.9375,6.01
"1988-01-27",6.9375,5.92
"1988-01-28",6.875,5.86
"1988-01-29",6.8125,5.82
"1988-02-01",6.8125,5.86
"1988-02-02",6.875,5.89
"1988-02-03",6.8125,5.89
"1988-02-04",6.8125,5.83
"1988-02-05",6.8125,5.81
"1988-02-08",6.75,5.83
"1988-02-09",6.75,5.78
"1988-02-10",6.6875,5.79
"1988-02-11",6.5625,5.81
"1988-02-12",6.59375,5.93
"1988-02-15",6.75,NA
"1988-02-16",6.76563,5.95
"1988-02-17",6.875,5.92
"1988-02-18",6.8125,5.87
"1988-02-19",6.8125,5.86
"1988-02-22",6.8125,5.85
"1988-02-23",6.8125,5.81
"1988-02-24",6.75,5.8
"1988-02-25",6.75,5.81
"1988-02-26",6.8125,5.76
"1988-02-29",6.8125,5.8
"1988-03-01",6.8125,5.78
"1988-03-02",6.75,5.77
"1988-03-03",6.75,5.76
"1988-03-04",6.75,5.88
"1988-03-07",6.8125,5.9
"1988-03-08",6.8125,5.91
"1988-03-09",6.8125,5.89
"1988-03-10",6.75,5.92
"1988-03-11",6.8125,5.9
"1988-03-14",6.8125,5.87
"1988-03-15",6.8125,5.77
"1988-03-16",6.8125,5.77
"1988-03-17",6.8125,5.76
"1988-03-18",6.75,5.82
"1988-03-21",6.79688,5.91
"1988-03-22",6.8125,5.95
"1988-03-23",6.8125,6
"1988-03-24",6.8125,5.96
"1988-03-25",6.8125,5.87
"1988-03-28",6.8125,5.92
"1988-03-29",6.8125,5.91
"1988-03-30",6.8125,5.92
"1988-03-31",6.79688,5.87
"1988-04-01",NA,NA
"1988-04-04",NA,6.04
"1988-04-05",6.9375,6.18
"1988-04-06",7,6.23
"1988-04-07",7,6.23
"1988-04-08",7,6.2
"1988-04-11",7,6.23
"1988-04-12",7,6.1
"1988-04-13",6.9375,6.03
"1988-04-14",6.9375,5.9
"1988-04-15",6.96875,6.05
"1988-04-18",7.0625,6.04
"1988-04-19",7.125,5.98
"1988-04-20",7.125,6.01
"1988-04-21",7.17188,6
"1988-04-22",7.125,6
"1988-04-25",7.0625,6.04
"1988-04-26",7.125,6.07
"1988-04-27",7.0625,6.04
"1988-04-28",7.0625,6.13
"1988-04-29",7.125,6.16
"1988-05-02",NA,6.29
"1988-05-03",7.1875,6.31
"1988-05-04",7.0625,6.32
"1988-05-05",7.0625,6.37
"1988-05-06",7.10938,6.48
"1988-05-09",7.125,6.52
"1988-05-10",7.25,6.53
"1988-05-11",7.375,6.45
"1988-05-12",7.3125,6.4
"1988-05-13",7.25,6.37
"1988-05-16",7.25,6.4
"1988-05-17",7.29688,6.49
"1988-05-18",7.3125,6.4
"1988-05-19",7.26563,6.34
"1988-05-20",7.29688,6.44
"1988-05-23",7.3125,6.47
"1988-05-24",7.3125,6.5
"1988-05-25",7.3125,6.52
"1988-05-26",7.3125,6.62
"1988-05-27",7.5625,6.65
"1988-05-30",NA,NA
"1988-05-31",7.625,6.67
"1988-06-01",7.625,6.67
"1988-06-02",7.5625,6.64
"1988-06-03",7.625,6.66
"1988-06-06",7.5625,6.68
"1988-06-07",7.5625,6.63
"1988-06-08",7.625,6.59
"1988-06-09",7.5625,6.64
"1988-06-10",7.5625,6.65
"1988-06-13",7.5625,6.65
"1988-06-14",7.5625,6.54
"1988-06-15",7.5625,6.53
"1988-06-16",7.5625,6.49
"1988-06-17",7.625,6.57
"1988-06-20",7.6875,6.6
"1988-06-21",7.75,6.76
"1988-06-22",7.6875,6.72
"1988-06-23",7.6875,6.73
"1988-06-24",7.6875,6.72
"1988-06-27",7.75,6.78
"1988-06-28",7.875,6.81
"1988-06-29",7.8125,6.78
"1988-06-30",7.8125,6.77
"1988-07-01",7.8125,6.76
"1988-07-04",7.8125,NA
"1988-07-05",7.8125,6.77
"1988-07-06",7.8125,6.73
"1988-07-07",7.875,6.76
"1988-07-08",7.8125,6.88
"1988-07-11",7.875,6.84
"1988-07-12",7.875,6.94
"1988-07-13",7.875,6.93
"1988-07-14",7.875,6.95
"1988-07-15",8.0625,6.94
"1988-07-18",8.0625,6.9
"1988-07-19",8.07813,6.9
"1988-07-20",8,6.92
"1988-07-21",8,7
"1988-07-22",8.0625,6.96
"1988-07-25",8.0625,7.04
"1988-07-26",8.0625,7.11
"1988-07-27",8.125,7.23
"1988-07-28",8.125,7.22
"1988-07-29",8.125,7.18
"1988-08-01",8.09375,7.15
"1988-08-02",8.0625,7.12
"1988-08-03",8.0625,7.12
"1988-08-04",8,7.06
"1988-08-05",8,7.15
"1988-08-08",8.10938,7.09
"1988-08-09",8.0625,7.29
"1988-08-10",8.29688,7.21
"1988-08-11",8.35938,7.24
"1988-08-12",8.375,7.25
"1988-08-15",8.4375,7.25
"1988-08-16",8.5,7.29
"1988-08-17",8.39063,7.26
"1988-08-18",8.375,7.26
"1988-08-19",8.375,7.3
"1988-08-22",8.3125,7.33
"1988-08-23",8.375,7.39
"1988-08-24",8.3125,7.42
"1988-08-25",8.32813,7.49
"1988-08-26",8.375,7.57
"1988-08-29",NA,7.57
"1988-08-30",8.51563,7.54
"1988-08-31",8.375,7.54
"1988-09-01",8.40625,7.52
"1988-09-02",8.4375,7.45
"1988-09-05",8.32813,NA
"1988-09-06",8.3125,7.51
"1988-09-07",8.25,7.57
"1988-09-08",8.3125,7.56
"1988-09-09",8.25,7.52
"1988-09-12",8.25,7.48
"1988-09-13",8.25,7.4
"1988-09-14",8.25,7.39
"1988-09-15",8.25,7.4
"1988-09-16",8.25,7.38
"1988-09-19",8.25,7.38
"1988-09-20",8.25,7.44
"1988-09-21",8.25,7.42
"1988-09-22",8.25,7.43
"1988-09-23",8.25,7.47
"1988-09-26",8.3125,7.55
"1988-09-27",8.3125,7.57
"1988-09-28",8.42188,7.58
"1988-09-29",8.375,7.53
"1988-09-30",8.3125,7.49
"1988-10-03",8.3125,7.5
"1988-10-04",8.3125,7.47
"1988-10-05",8.3125,7.46
"1988-10-06",8.3125,7.55
"1988-10-07",8.3125,7.51
"1988-10-10",8.25,NA
"1988-10-11",8.25,7.55
"1988-10-12",8.3125,7.52
"1988-10-13",8.3125,7.58
"1988-10-14",8.3125,7.56
"1988-10-17",8.3125,7.58
"1988-10-18",8.3125,7.6
"1988-10-19",8.3125,7.68
"1988-10-20",8.375,7.7
"1988-10-21",8.375,7.69
"1988-10-24",8.375,7.77
"1988-10-25",8.375,7.69
"1988-10-26",8.375,7.66
"1988-10-27",8.375,7.63
"1988-10-28",8.375,7.62
"1988-10-31",8.375,7.62
"1988-11-01",8.375,7.58
"1988-11-02",8.375,7.61
"1988-11-03",8.375,7.65
"1988-11-04",8.375,7.7
"1988-11-07",8.4375,7.75
"1988-11-08",8.5,7.85
"1988-11-09",8.5,7.82
"1988-11-10",8.5625,7.9
"1988-11-11",8.5625,NA
"1988-11-14",8.5625,8.06
"1988-11-15",8.5625,8.23
"1988-11-16",8.625,8.22
"1988-11-17",8.75,8.2
"1988-11-18",8.6875,8.21
"1988-11-21",8.625,8.27
"1988-11-22",8.625,8.28
"1988-11-23",8.625,8.29
"1988-11-24",8.625,NA
"1988-11-25",8.6875,8.31
"1988-11-28",8.75,8.27
"1988-11-29",9.75,8.27
