"Strike","Last","Chg","Bid","Ask","Vol","OI","Type","Expiration","Date","Ticker"
185,0.23,0,0.21,0.22,4,276,"puts",2018-09-07,2018-08-14,"AAPL"
187.5,0.25,-0.030000001,0.24,0.26,70,464,"puts",2018-09-07,2018-08-14,"AAPL"
190,0.31,-0.030000001,0.29,0.31,37,1314,"puts",2018-09-07,2018-08-14,"AAPL"
192.5,0.36,-0.089999974,0.35,0.37,6,964,"puts",2018-09-07,2018-08-14,"AAPL"
195,0.45,-0.06999999,0.44,0.46,35,650,"puts",2018-09-07,2018-08-14,"AAPL"
197.5,0.61,-0.13,0.58,0.6,32,639,"puts",2018-09-07,2018-08-14,"AAPL"
200,0.8,-0.18,0.79,0.81,217,1052,"puts",2018-09-07,2018-08-14,"AAPL"
202.5,1.16,-0.13,1.12,1.15,40,1463,"puts",2018-09-07,2018-08-14,"AAPL"
205,1.6,-0.43999994,1.59,1.63,231,706,"puts",2018-09-07,2018-08-14,"AAPL"
207.5,2.33,-0.51,2.3,2.34,118,420,"puts",2018-09-07,2018-08-14,"AAPL"
210,3.34,-0.61000013,3.25,3.4,209,767,"puts",2018-09-07,2018-08-14,"AAPL"
212.5,5.6,0.4499998,4.6,4.75,26,257,"puts",2018-09-07,2018-08-14,"AAPL"
215,6.25,-0.5,6.25,6.4,38,22,"puts",2018-09-07,2018-08-14,"AAPL"
217.5,9.95,-0.05000019,10.05,10.4,2,5,"puts",2018-09-07,2018-08-14,"AAPL"
220,10.5,-1.4300003,10.35,10.75,5,8,"puts",2018-09-07,2018-08-14,"AAPL"
222.5,15.63,0,15.1,15.75,2,1,"puts",2018-09-07,2018-08-14,"AAPL"
230,20.9,0,20.05,20.7,10,10,"puts",2018-09-07,2018-08-14,"AAPL"
160,49,1.0499992,47.8,48.35,20,20,"calls",2018-09-14,2018-08-14,"AAPL"
170,37.95,0,36.35,39.5,40,40,"calls",2018-09-14,2018-08-14,"AAPL"
175,35.19,1.1899986,34.85,35.4,1,5,"calls",2018-09-14,2018-08-14,"AAPL"
180,29.46,0.5099983,28.1,28.6,20,20,"calls",2018-09-14,2018-08-14,"AAPL"
185,24.25,0,23.1,23.7,10,25,"calls",2018-09-14,2018-08-14,"AAPL"
190,20.6,0,20.2,20.65,2,30,"calls",2018-09-14,2018-08-14,"AAPL"
192.5,17.68,-0.42000008,17.85,18.25,5,257,"calls",2018-09-14,2018-08-14,"AAPL"
195,15.35,0,15.45,15.8,145,195,"calls",2018-09-14,2018-08-14,"AAPL"
197.5,13.1,-0.059999466,13.3,13.55,6,159,"calls",2018-09-14,2018-08-14,"AAPL"
200,11,-0.13000011,11.05,11.25,134,307,"calls",2018-09-14,2018-08-14,"AAPL"
202.5,9.15,0.009999275,9.05,9.15,10,138,"calls",2018-09-14,2018-08-14,"AAPL"
205,7.05,-0.01999998,7.05,7.15,62,384,"calls",2018-09-14,2018-08-14,"AAPL"
207.5,5.25,-0.05000019,5.35,5.5,369,1403,"calls",2018-09-14,2018-08-14,"AAPL"
210,4,0.049999952,3.85,3.95,546,1102,"calls",2018-09-14,2018-08-14,"AAPL"
212.5,2.58,-0.20000005,2.68,2.77,321,1163,"calls",2018-09-14,2018-08-14,"AAPL"
215,1.8,-0.100000024,1.77,1.83,109,984,"calls",2018-09-14,2018-08-14,"AAPL"
217.5,1.13,-0.100000024,1.1,1.15,36,528,"calls",2018-09-14,2018-08-14,"AAPL"
220,0.67,-0.120000005,0.67,0.7,140,1271,"calls",2018-09-14,2018-08-14,"AAPL"
222.5,0.4,-0.109999985,0.4,0.44,2,55,"calls",2018-09-14,2018-08-14,"AAPL"
225,0.28,-0.03999999,0.23,0.27,23,264,"calls",2018-09-14,2018-08-14,"AAPL"
227.5,0.16,-0.02000001,0.14,0.17,13,135,"calls",2018-09-14,2018-08-14,"AAPL"
230,0.09,-0.03999999,0.08,0.11,21,40,"calls",2018-09-14,2018-08-14,"AAPL"
232.5,0.07,0,0.05,0.09,2,4,"calls",2018-09-14,2018-08-14,"AAPL"
235,0.08,0.02,0.03,0.07,2,14,"calls",2018-09-14,2018-08-14,"AAPL"
237.5,0.05,-0.02,0.02,0.06,2,1,"calls",2018-09-14,2018-08-14,"AAPL"
240,0.05,0,0.02,0.05,93,0,"calls",2018-09-14,2018-08-14,"AAPL"
160,0.25,0,0.01,0.18,2,2,"puts",2018-09-14,2018-08-14,"AAPL"
167.5,0.13,0,0.14,0.18,7,96,"puts",2018-09-14,2018-08-14,"AAPL"
170,0.18,0,0.16,0.2,1,1,"puts",2018-09-14,2018-08-14,"AAPL"
172.5,0.2,0,0.18,0.22,4,58,"puts",2018-09-14,2018-08-14,"AAPL"
175,0.27,0.050000012,0.21,0.25,40,47,"puts",2018-09-14,2018-08-14,"AAPL"
177.5,0.27,0,0.24,0.28,10,10,"puts",2018-09-14,2018-08-14,"AAPL"
180,0.24,0.00999999,0.2,0.24,9,123,"puts",2018-09-14,2018-08-14,"AAPL"
182.5,0.34,0,0.32,0.35,10,1,"puts",2018-09-14,2018-08-14,"AAPL"
185,0.31,-0.00999999,0.27,0.31,12,427,"puts",2018-09-14,2018-08-14,"AAPL"
187.5,0.4,-0.00999999,0.32,0.35,13,145,"puts",2018-09-14,2018-08-14,"AAPL"
190,0.41,-0.09,0.39,0.41,20,155,"puts",2018-09-14,2018-08-14,"AAPL"
192.5,0.51,-0.110000014,0.48,0.52,35,202,"puts",2018-09-14,2018-08-14,"AAPL"
195,0.62,-0.17000002,0.61,0.65,10,551,"puts",2018-09-14,2018-08-14,"AAPL"
197.5,0.8,-0.15999997,0.81,0.84,26,812,"puts",2018-09-14,2018-08-14,"AAPL"
200,1.07,-0.2299999,1.1,1.14,135,550,"puts",2018-09-14,2018-08-14,"AAPL"
202.5,1.5,-0.39999998,1.5,1.54,129,1135,"puts",2018-09-14,2018-08-14,"AAPL"
205,2.05,-0.28999996,2.07,2.11,298,1075,"puts",2018-09-14,2018-08-14,"AAPL"
207.5,3,-0.4000001,2.85,2.91,93,771,"puts",2018-09-14,2018-08-14,"AAPL"
210,4,-0.42999983,3.85,3.95,129,526,"puts",2018-09-14,2018-08-14,"AAPL"
212.5,5.16,-0.49000025,5.1,5.25,7,78,"puts",2018-09-14,2018-08-14,"AAPL"
215,6.8,-0.059999943,6.7,6.8,20,126,"puts",2018-09-14,2018-08-14,"AAPL"
217.5,8.6,0,8.45,8.75,50,50,"puts",2018-09-14,2018-08-14,"AAPL"
220,9.8,0,10.65,10.9,2,18,"puts",2018-09-14,2018-08-14,"AAPL"
225,19.15,0,16.45,19.6,10,10,"puts",2018-09-14,2018-08-14,"AAPL"
235,26.34,-1.0499992,27.1,27.7,1,3,"puts",2018-09-14,2018-08-14,"AAPL"
70,139.57,0,137.4,138.2,105,0,"calls",2018-09-21,2018-08-14,"AAPL"
75,115.07,115.07,115.5,116.5,0,0,"calls",2018-09-21,2018-08-14,"AAPL"
80,129.6,0,127.45,128.2,74,20,"calls",2018-09-21,2018-08-14,"AAPL"
85,122.5,0,122.5,123.2,2,0,"calls",2018-09-21,2018-08-14,"AAPL"
90,118.9,0,117.5,118.2,48,2,"calls",2018-09-21,2018-08-14,"AAPL"
95,113.85,0,112.5,113.25,40,1,"calls",2018-09-21,2018-08-14,"AAPL"
100,109.55,0,107.5,108.3,4350,634,"calls",2018-09-21,2018-08-14,"AAPL"
105,103.9,0,102.55,103.25,18,5,"calls",2018-09-21,2018-08-14,"AAPL"
110,99.6,0,97.55,98.3,390,11,"calls",2018-09-21,2018-08-14,"AAPL"
115,94.6,0,92.55,93.3,600,145,"calls",2018-09-21,2018-08-14,"AAPL"
120,87.47,-2.1299973,87.6,88.3,10,79,"calls",2018-09-21,2018-08-14,"AAPL"
125,84.7,0,82.6,83.35,3889,14,"calls",2018-09-21,2018-08-14,"AAPL"
130,77.49,-2.1600037,77.8,78.35,73,135,"calls",2018-09-21,2018-08-14,"AAPL"
135,74.7,-0.3100052,74.6,75.3,2,41,"calls",2018-09-21,2018-08-14,"AAPL"
140,69.76,-0.23999786,69.7,70.3,3,826,"calls",2018-09-21,2018-08-14,"AAPL"
145,66.3,0,64.75,65.3,5,55,"calls",2018-09-21,2018-08-14,"AAPL"
150,59.84,0.5400009,59.75,60.25,1,706,"calls",2018-09-21,2018-08-14,"AAPL"
155,55.3,0,54.85,55.45,1,260,"calls",2018-09-21,2018-08-14,"AAPL"
160,50.15,0,49.85,50.45,8,1016,"calls",2018-09-21,2018-08-14,"AAPL"
165,44.79,-0.20999908,44.9,45.45,5,633,"calls",2018-09-21,2018-08-14,"AAPL"
170,40.22,0.09000015,39.9,40.45,2,1132,"calls",2018-09-21,2018-08-14,"AAPL"
175,35.5,0.54999924,35.05,35.5,5,6364,"calls",2018-09-21,2018-08-14,"AAPL"
180,30.12,0.12000084,30.25,30.55,47,8975,"calls",2018-09-21,2018-08-14,"AAPL"
185,25.41,0.5100002,25.35,25.6,138,12133,"calls",2018-09-21,2018-08-14,"AAPL"
190,20.65,0.39999962,20.6,20.75,109,31006,"calls",2018-09-21,2018-08-14,"AAPL"
195,16,0.14999962,15.9,16,248,18844,"calls",2018-09-21,2018-08-14,"AAPL"
200,11.55,0.15000057,11.5,11.6,696,32564,"calls",2018-09-21,2018-08-14,"AAPL"
205,7.75,0.19999981,7.65,7.7,1394,19858,"calls",2018-09-21,2018-08-14,"AAPL"
210,4.52,0.01999998,4.45,4.55,2395,50117,"calls",2018-09-21,2018-08-14,"AAPL"
215,2.32,-0.08000016,2.28,2.32,2863,18107,"calls",2018-09-21,2018-08-14,"AAPL"
220,1.02,-0.08000004,0.99,1.01,2795,19506,"calls",2018-09-21,2018-08-14,"AAPL"
225,0.4,-0.09,0.39,0.4,284,6777,"calls",2018-09-21,2018-08-14,"AAPL"
230,0.17,-0.030000001,0.16,0.17,619,10602,"calls",2018-09-21,2018-08-14,"AAPL"
235,0.09,-0.019999996,0.08,0.09,1271,3499,"calls",2018-09-21,2018-08-14,"AAPL"
240,0.04,0,0.04,0.05,1059,2853,"calls",2018-09-21,2018-08-14,"AAPL"
245,0.04,0,0.02,0.03,4,2759,"calls",2018-09-21,2018-08-14,"AAPL"
250,0.02,0.01,0.01,0.02,160,16160,"calls",2018-09-21,2018-08-14,"AAPL"
255,0.01,0,0,0.01,12,208,"calls",2018-09-21,2018-08-14,"AAPL"
260,0.01,0,0,0.01,186,1773,"calls",2018-09-21,2018-08-14,"AAPL"
265,0.03,0,0,0.04,2,2,"calls",2018-09-21,2018-08-14,"AAPL"
270,0.01,0,0,0.02,10,7,"calls",2018-09-21,2018-08-14,"AAPL"
275,0.01,0,0,0.03,6,6,"calls",2018-09-21,2018-08-14,"AAPL"
280,0.01,0,0,0.02,1,1,"calls",2018-09-21,2018-08-14,"AAPL"
300,0.01,0,0,0.02,1,0,"calls",2018-09-21,2018-08-14,"AAPL"
385,0.01,0,0,0.03,3,3,"calls",2018-09-21,2018-08-14,"AAPL"
45,0.01,0,0,0.02,50,50,"puts",2018-09-21,2018-08-14,"AAPL"
75,0.01,0.01,0,0.02,0,1042,"puts",2018-09-21,2018-08-14,"AAPL"
80,0.04,0.04,0,0.02,0,386,"puts",2018-09-21,2018-08-14,"AAPL"
85,0.02,0,0,0.02,5,580,"puts",2018-09-21,2018-08-14,"AAPL"
90,0.01,0.01,0,0.02,5,691,"puts",2018-09-21,2018-08-14,"AAPL"
95,0.02,0.02,0,0.02,1,3747,"puts",2018-09-21,2018-08-14,"AAPL"
100,0.01,0,0,0.03,30,3184,"puts",2018-09-21,2018-08-14,"AAPL"
105,0.01,0,0,0.01,50,1129,"puts",2018-09-21,2018-08-14,"AAPL"
110,0.01,0,0,0.03,10,641,"puts",2018-09-21,2018-08-14,"AAPL"
115,0.01,0,0,0.01,400,3129,"puts",2018-09-21,2018-08-14,"AAPL"
120,0.02,0,0,0.01,158,5967,"puts",2018-09-21,2018-08-14,"AAPL"
125,0.01,0,0,0.01,50,9321,"puts",2018-09-21,2018-08-14,"AAPL"
130,0.01,-0.01,0.01,0.02,242,13929,"puts",2018-09-21,2018-08-14,"AAPL"
135,0.02,-0.02,0.01,0.02,815,16041,"puts",2018-09-21,2018-08-14,"AAPL"
140,0.03,0,0.02,0.03,2108,9869,"puts",2018-09-21,2018-08-14,"AAPL"
145,0.06,0,0.04,0.05,229,9046,"puts",2018-09-21,2018-08-14,"AAPL"
150,0.06,-0.010000002,0.05,0.06,41,14810,"puts",2018-09-21,2018-08-14,"AAPL"
155,0.1,0,0.08,0.09,369,9498,"puts",2018-09-21,2018-08-14,"AAPL"
160,0.11,-0.009999998,0.1,0.11,111,12937,"puts",2018-09-21,2018-08-14,"AAPL"
165,0.14,-0.010000005,0.13,0.14,116,44342,"puts",2018-09-21,2018-08-14,"AAPL"
170,0.18,0,0.17,0.18,60,17607,"puts",2018-09-21,2018-08-14,"AAPL"
175,0.23,-0.029999986,0.22,0.23,17,9526,"puts",2018-09-21,2018-08-14,"AAPL"
180,0.28,-0.06999999,0.28,0.29,266,24020,"puts",2018-09-21,2018-08-14,"AAPL"
185,0.39,-0.08000001,0.38,0.39,230,16663,"puts",2018-09-21,2018-08-14,"AAPL"
190,0.56,-0.13,0.55,0.56,1471,26248,"puts",2018-09-21,2018-08-14,"AAPL"
195,0.86,-0.21000004,0.86,0.87,2000,20769,"puts",2018-09-21,2018-08-14,"AAPL"
200,1.46,-0.31999993,1.45,1.46,1918,15532,"puts",2018-09-21,2018-08-14,"AAPL"
205,2.55,-0.44000006,2.54,2.55,1455,12109,"puts",2018-09-21,2018-08-14,"AAPL"
210,4.41,-0.53999996,4.35,4.4,3101,19214,"puts",2018-09-21,2018-08-14,"AAPL"
215,7.1,-0.42000008,7.15,7.25,804,1326,"puts",2018-09-21,2018-08-14,"AAPL"
220,11.1,-0.34999943,10.95,11,97,873,"puts",2018-09-21,2018-08-14,"AAPL"
225,15.35,0,15.35,15.6,43,208,"puts",2018-09-21,2018-08-14,"AAPL"
230,20.35,0,20.2,20.55,5,51,"puts",2018-09-21,2018-08-14,"AAPL"
235,25.7,-0.51999855,25.05,25.6,11,44,"puts",2018-09-21,2018-08-14,"AAPL"
240,29.25,0,30.25,30.65,10,20,"puts",2018-09-21,2018-08-14,"AAPL"
245,35.75,0.27999878,35.15,35.6,6,78,"puts",2018-09-21,2018-08-14,"AAPL"
250,40.35,0,40.2,40.55,20,40,"puts",2018-09-21,2018-08-14,"AAPL"
255,47.95,0,47.05,47.75,20,0,"puts",2018-09-21,2018-08-14,"AAPL"
260,50.6,0.14999771,50.15,50.55,12,73,"puts",2018-09-21,2018-08-14,"AAPL"
265,74.5,0,56.75,58.35,40,20,"puts",2018-09-21,2018-08-14,"AAPL"
270,63.69,0.25999832,62.1,62.8,10,10,"puts",2018-09-21,2018-08-14,"AAPL"
280,70.32,0,70.05,70.6,10,20,"puts",2018-09-21,2018-08-14,"AAPL"
285,75.49,0,74.9,75.65,140,0,"puts",2018-09-21,2018-08-14,"AAPL"
325,133.5,0,133.95,135.1,4,4,"puts",2018-09-21,2018-08-14,"AAPL"
345,151.9,0,153.95,155,1,1,"puts",2018-09-21,2018-08-14,"AAPL"
350,157,0,158.95,160,2,2,"puts",2018-09-21,2018-08-14,"AAPL"
365,174.35,0,155.6,159.45,5,31,"puts",2018-09-21,2018-08-14,"AAPL"
380,187.65,0,188.85,191.5,109,109,"puts",2018-09-21,2018-08-14,"AAPL"
172.5,37.65,0,37.65,38.4,1,1,"calls",2018-09-28,2018-08-14,"AAPL"
180,29,0,28.3,29,1,3,"calls",2018-09-28,2018-08-14,"AAPL"
185,25.05,0,23.5,24.2,2,23,"calls",2018-09-28,2018-08-14,"AAPL"
187.5,22.39,0,21.15,21.85,88,88,"calls",2018-09-28,2018-08-14,"AAPL"
190,20.9,0,20.7,21.15,1,6,"calls",2018-09-28,2018-08-14,"AAPL"
192.5,18.4,0,18.5,18.8,1,3,"calls",2018-09-28,2018-08-14,"AAPL"
195,16.05,0.12999916,16.2,16.5,2,35,"calls",2018-09-28,2018-08-14,"AAPL"
197.5,13.05,0,12.4,12.85,10,0,"calls",2018-09-28,2018-08-14,"AAPL"
200,11.8,1.2799997,11.95,12.15,44,115,"calls",2018-09-28,2018-08-14,"AAPL"
202.5,10.15,-0.10000038,10,10.15,22,34,"calls",2018-09-28,2018-08-14,"AAPL"
205,8.55,0.40000057,8.15,8.3,1,257,"calls",2018-09-28,2018-08-14,"AAPL"
207.5,6.65,0.099999905,6.5,6.6,16,258,"calls",2018-09-28,2018-08-14,"AAPL"
210,5.1,0.049999714,5,5.1,80,194,"calls",2018-09-28,2018-08-14,"AAPL"
212.5,3.85,-0.3499999,3.75,3.85,452,123,"calls",2018-09-28,2018-08-14,"AAPL"
215,2.83,-0.26999998,2.77,2.83,440,594,"calls",2018-09-28,2018-08-14,"AAPL"
217.5,2.01,-0.22000003,1.93,1.97,20,42,"calls",2018-09-28,2018-08-14,"AAPL"
220,1.31,-0.1400001,1.33,1.37,141,261,"calls",2018-09-28,2018-08-14,"AAPL"
222.5,0.91,-0.099999964,0.89,0.93,19,184,"calls",2018-09-28,2018-08-14,"AAPL"
225,0.61,-0.06999999,0.59,0.62,14,24,"calls",2018-09-28,2018-08-14,"AAPL"
227.5,0.46,0,0.38,0.42,6,7,"calls",2018-09-28,2018-08-14,"AAPL"
230,0.28,-0.050000012,0.25,0.29,6,7,"calls",2018-09-28,2018-08-14,"AAPL"
232.5,0.2,-0.019999996,0.17,0.2,2,11,"calls",2018-09-28,2018-08-14,"AAPL"
235,0.16,0,0.11,0.16,133,133,"calls",2018-09-28,2018-08-14,"AAPL"
240,0.11,0,0.05,0.1,1,1,"calls",2018-09-28,2018-08-14,"AAPL"
242.5,0.08,0,0.04,0.08,2,2,"calls",2018-09-28,2018-08-14,"AAPL"
175,0.31,0,0.25,0.3,1,20,"puts",2018-09-28,2018-08-14,"AAPL"
177.5,0.32,0,0.29,0.33,2,4,"puts",2018-09-28,2018-08-14,"AAPL"
180,0.4,0,0.34,0.36,1,235,"puts",2018-09-28,2018-08-14,"AAPL"
182.5,0.46,0,0.4,0.43,17,55,"puts",2018-09-28,2018-08-14,"AAPL"
185,0.49,-0.07999998,0.48,0.5,10,223,"puts",2018-09-28,2018-08-14,"AAPL"
187.5,0.6,-0.01999998,0.57,0.6,31,33,"puts",2018-09-28,2018-08-14,"AAPL"
190,0.8,0,0.69,0.73,11,55,"puts",2018-09-28,2018-08-14,"AAPL"
192.5,0.84,-0.19999999,0.85,0.89,1,259,"puts",2018-09-28,2018-08-14,"AAPL"
195,1.1,-0.16999996,1.07,1.11,173,72,"puts",2018-09-28,2018-08-14,"AAPL"
197.5,1.4,-0.26,1.36,1.41,46,127,"puts",2018-09-28,2018-08-14,"AAPL"
200,1.85,-0.13999999,1.76,1.81,245,127,"puts",2018-09-28,2018-08-14,"AAPL"
202.5,2.29,-0.34000015,2.27,2.29,125,138,"puts",2018-09-28,2018-08-14,"AAPL"
205,3.1,0,2.93,2.98,29,140,"puts",2018-09-28,2018-08-14,"AAPL"
207.5,3.97,-0.08000016,3.75,3.85,55,240,"puts",2018-09-28,2018-08-14,"AAPL"
210,4.89,-0.36000013,4.8,4.9,443,287,"puts",2018-09-28,2018-08-14,"AAPL"
212.5,6.44,0.09000015,6,6.15,3,2,"puts",2018-09-28,2018-08-14,"AAPL"
215,7.91,0,7.4,7.5,1,12,"puts",2018-09-28,2018-08-14,"AAPL"
220,11.87,-1.46,11.1,11.35,250,30,"puts",2018-09-28,2018-08-14,"AAPL"
235,26.1,0,27.05,27.75,3,0,"puts",2018-09-28,2018-08-14,"AAPL"
240,31.1,0,32.05,32.8,8,8,"puts",2018-09-28,2018-08-14,"AAPL"
242.5,33.57,0,34.55,35.3,8,8,"puts",2018-09-28,2018-08-14,"AAPL"
2.5,207.01,19.519989,206.75,207.5,5,0,"calls",2018-10-19,2018-08-14,"AAPL"
90,119.42,0,117.65,118.4,2,0,"calls",2018-10-19,2018-08-14,"AAPL"
100,110.1,10.220001,109.8,110.55,1,1,"calls",2018-10-19,2018-08-14,"AAPL"
105,70.55,70.55,85.6,86.6,0,0,"calls",2018-10-19,2018-08-14,"AAPL"
110,57.41,0,97.8,98.5,1,2,"calls",2018-10-19,2018-08-14,"AAPL"
120,88.89,1.6500015,87.85,88.65,7,17,"calls",2018-10-19,2018-08-14,"AAPL"
125,83.29,0,82.9,83.65,6,18,"calls",2018-10-19,2018-08-14,"AAPL"
130,80.05,0,79.95,80.65,2,38,"calls",2018-10-19,2018-08-14,"AAPL"
135,72.63,0,71.8,75.05,1,50,"calls",2018-10-19,2018-08-14,"AAPL"
140,69.5,0.66999817,68,68.75,1,90,"calls",2018-10-19,2018-08-14,"AAPL"
145,65.13,0,65.1,65.8,1,243,"calls",2018-10-19,2018-08-14,"AAPL"
150,60.29,0.62000275,60.05,60.75,1,270,"calls",2018-10-19,2018-08-14,"AAPL"
155,54.8,0,53.15,53.95,268,467,"calls",2018-10-19,2018-08-14,"AAPL"
160,50.06,-0.5399971,50.15,50.95,1,360,"calls",2018-10-19,2018-08-14,"AAPL"
165,45.5,0,45.3,46,5,778,"calls",2018-10-19,2018-08-14,"AAPL"
170,40.44,-0.17000198,40.45,41.05,13,2745,"calls",2018-10-19,2018-08-14,"AAPL"
175,35.65,-1.7899971,35.6,36.25,2,1458,"calls",2018-10-19,2018-08-14,"AAPL"
180,31.12,0.26000023,30.95,31.3,23,2970,"calls",2018-10-19,2018-08-14,"AAPL"
185,26.42,0.069999695,26.05,26.55,7,3344,"calls",2018-10-19,2018-08-14,"AAPL"
190,21.55,-0.25,21.7,21.8,94,16095,"calls",2018-10-19,2018-08-14,"AAPL"
195,17.15,-0.14999962,17.35,17.4,142,5087,"calls",2018-10-19,2018-08-14,"AAPL"
200,13.35,0.35000038,13.25,13.35,163,12590,"calls",2018-10-19,2018-08-14,"AAPL"
205,9.65,0.09999943,9.6,9.65,1488,18246,"calls",2018-10-19,2018-08-14,"AAPL"
210,6.55,-0.029999733,6.45,6.55,8382,14160,"calls",2018-10-19,2018-08-14,"AAPL"
215,4.19,0.03999996,4.1,4.15,489,8785,"calls",2018-10-19,2018-08-14,"AAPL"
220,2.43,-0.089999914,2.4,2.43,956,11608,"calls",2018-10-19,2018-08-14,"AAPL"
225,1.32,-0.13999999,1.31,1.32,992,3738,"calls",2018-10-19,2018-08-14,"AAPL"
230,0.68,-0.120000005,0.67,0.68,182,5450,"calls",2018-10-19,2018-08-14,"AAPL"
235,0.35,-0.08000001,0.34,0.36,2403,6732,"calls",2018-10-19,2018-08-14,"AAPL"
240,0.19,-0.049999997,0.19,0.2,350,1340,"calls",2018-10-19,2018-08-14,"AAPL"
245,0.13,-0.010000005,0.12,0.13,116,1007,"calls",2018-10-19,2018-08-14,"AAPL"
250,0.08,-0.04,0.07,0.09,29,1114,"calls",2018-10-19,2018-08-14,"AAPL"
255,0.06,-0.010000002,0.04,0.08,1350,2857,"calls",2018-10-19,2018-08-14,"AAPL"
260,0.04,0,0.02,0.06,1,186,"calls",2018-10-19,2018-08-14,"AAPL"
265,0.06,0,0.02,0.07,35,164,"calls",2018-10-19,2018-08-14,"AAPL"
270,0.03,0,0.01,0.06,13,130,"calls",2018-10-19,2018-08-14,"AAPL"
275,0.02,-0.02,0,0.05,1,10,"calls",2018-10-19,2018-08-14,"AAPL"
280,0.04,0,0,0.04,1,3,"calls",2018-10-19,2018-08-14,"AAPL"
285,0.03,0.03,0.01,0.06,0,1,"calls",2018-10-19,2018-08-14,"AAPL"
290,0.02,0,0,0.05,1,136,"calls",2018-10-19,2018-08-14,"AAPL"
295,0.02,0,0,0.03,100,108,"calls",2018-10-19,2018-08-14,"AAPL"
300,0.02,0.01,0,0.04,21,245,"calls",2018-10-19,2018-08-14,"AAPL"
305,0.06,0.06,0,0.03,0,30,"calls",2018-10-19,2018-08-14,"AAPL"
320,0.02,0.02,0,0.03,0,12,"calls",2018-10-19,2018-08-14,"AAPL"
325,0.01,0,0,0.02,1,56,"calls",2018-10-19,2018-08-14,"AAPL"
330,0.02,0.01,0.01,0.02,3,464,"calls",2018-10-19,2018-08-14,"AAPL"
335,0.02,0.02,0,0.02,50,51,"calls",2018-10-19,2018-08-14,"AAPL"
340,0.01,-0.01,0,0.03,1,39,"calls",2018-10-19,2018-08-14,"AAPL"
2.5,0.02,0.02,0,0.02,0,1,"puts",2018-10-19,2018-08-14,"AAPL"
35,0.07,0.07,0,0.02,0,20,"puts",2018-10-19,2018-08-14,"AAPL"
40,0.01,0,0,0.03,50,799,"puts",2018-10-19,2018-08-14,"AAPL"
60,0.01,0.01,0,0.02,0,4,"puts",2018-10-19,2018-08-14,"AAPL"
80,0.03,0.03,0,0.02,0,51,"puts",2018-10-19,2018-08-14,"AAPL"
85,0.02,0.02,0,0.03,0,337,"puts",2018-10-19,2018-08-14,"AAPL"
90,0.02,0.01,0,0.03,55,311,"puts",2018-10-19,2018-08-14,"AAPL"
95,0.03,0,0,0.03,20,132,"puts",2018-10-19,2018-08-14,"AAPL"
100,0.02,0,0.01,0.02,115,176,"puts",2018-10-19,2018-08-14,"AAPL"
105,0.02,0,0,0.03,10,126,"puts",2018-10-19,2018-08-14,"AAPL"
110,0.03,0.01,0.01,0.03,30,573,"puts",2018-10-19,2018-08-14,"AAPL"
115,0.02,0,0,0.04,50,456,"puts",2018-10-19,2018-08-14,"AAPL"
120,0.03,-0.020000001,0.02,0.04,15,222,"puts",2018-10-19,2018-08-14,"AAPL"
125,0.06,0,0.03,0.06,2,503,"puts",2018-10-19,2018-08-14,"AAPL"
130,0.06,0,0.05,0.06,12,598,"puts",2018-10-19,2018-08-14,"AAPL"
135,0.08,0.02,0.09,0.11,1,392,"puts",2018-10-19,2018-08-14,"AAPL"
140,0.11,0,0.09,0.1,1,5421,"puts",2018-10-19,2018-08-14,"AAPL"
145,0.13,0,0.11,0.12,2,972,"puts",2018-10-19,2018-08-14,"AAPL"
150,0.16,0,0.15,0.16,7,4954,"puts",2018-10-19,2018-08-14,"AAPL"
155,0.21,0.019999996,0.18,0.19,5,2570,"puts",2018-10-19,2018-08-14,"AAPL"
160,0.23,-0.00999999,0.22,0.23,427,3578,"puts",2018-10-19,2018-08-14,"AAPL"
165,0.32,0.03999999,0.27,0.29,417,3789,"puts",2018-10-19,2018-08-14,"AAPL"
170,0.39,-0.01000002,0.36,0.37,1,32765,"puts",2018-10-19,2018-08-14,"AAPL"
175,0.47,-0.03999999,0.47,0.48,377,33171,"puts",2018-10-19,2018-08-14,"AAPL"
180,0.62,-0.089999974,0.62,0.63,680,12694,"puts",2018-10-19,2018-08-14,"AAPL"
185,0.86,-0.13,0.86,0.88,154,5274,"puts",2018-10-19,2018-08-14,"AAPL"
190,1.24,-0.14999998,1.23,1.24,862,36804,"puts",2018-10-19,2018-08-14,"AAPL"
195,1.81,-0.27999997,1.81,1.83,411,20770,"puts",2018-10-19,2018-08-14,"AAPL"
200,2.69,-0.30999994,2.7,2.72,557,19051,"puts",2018-10-19,2018-08-14,"AAPL"
205,4.05,-0.5,4,4.1,623,12526,"puts",2018-10-19,2018-08-14,"AAPL"
210,5.98,-0.3699999,5.95,6.05,7694,7478,"puts",2018-10-19,2018-08-14,"AAPL"
215,8.55,-0.5500002,8.55,8.6,203,844,"puts",2018-10-19,2018-08-14,"AAPL"
220,12.25,-0.10000038,11.9,12,75,590,"puts",2018-10-19,2018-08-14,"AAPL"
225,15.9,-0.40999985,15.9,15.95,31,229,"puts",2018-10-19,2018-08-14,"AAPL"
230,20.6,0,20.25,20.65,16,118,"puts",2018-10-19,2018-08-14,"AAPL"
235,27.89,-5.6900024,27.3,28.2,7,17,"puts",2018-10-19,2018-08-14,"AAPL"
