"","AAPL","GE","TWTR","BAC","RAD","PFE"
"1980-11-17",NA,0,NA,0.0194114498072044,NA,-0.0107991360691144
"1980-11-18",NA,0.0214242607121302,NA,-0.0190418204650101,NA,0.0109170305676856
"1980-11-19",NA,0.014771048744461,NA,0,NA,-0.0107991360691144
"1980-11-20",NA,0.0186317321688501,NA,0,NA,0.0327510917030567
"1980-11-21",NA,0.0121463275221492,NA,0,NA,0
"1980-11-24",NA,0.00197656360299314,NA,0.0194114498072044,NA,0
"1980-11-25",NA,0,NA,0.00952852087217915,NA,0.0200845665961946
"1980-11-26",NA,-0.00591799351838806,NA,-0.009438585116889,NA,0
"1980-11-28",NA,-0.00212615166548535,NA,0,NA,0.00725388601036259
"1980-12-01",NA,-0.0261363636363636,NA,-0.0190418204650101,NA,-0.0504115226337448
"1980-12-02",NA,0.00408401400233371,NA,0.00970572490360233,NA,-0.0108342361863489
"1980-12-03",NA,0.0021789657176059,NA,-0.0288449717236293,NA,0.0328587075575029
"1980-12-04",NA,0.0250760979852154,NA,0.00989793496320912,NA,0.0201484623541888
"1980-12-05",NA,-0.0367647058823529,NA,-0.00980092603473803,NA,-0.00935550935550933
"1980-12-08",NA,-0.0146799765120377,NA,-0.00990584698156505,NA,-0.049317943336831
"1980-12-09",NA,0,NA,-0.00999696335245892,NA,-0.0331125827814569
"1980-12-10",NA,-0.0214541120381406,NA,0,NA,-0.0102739726027398
"1980-12-11",NA,-0.00883069427527405,NA,0,NA,0.0103806228373702
"1980-12-12",NA,0.01321044546851,NA,0.010097911806727,NA,0.0228310502283104
"1980-12-15",-0.0521435348917449,-0.00424499696785929,NA,0,NA,0
"1980-12-16",-0.0733949128634481,0.0175091352009744,NA,0,NA,0
"1980-12-17",0.0247495580436063,0,NA,0.0200019178826576,NA,0.0189732142857142
"1980-12-18",0.0289917577151619,-0.00643423612150229,NA,0.0588212251549265,NA,0.0109529025191677
"1980-12-19",0.0610068458063615,0.00647590361445771,NA,-0.00925645028820044,NA,0.0216684723726979
"1980-12-22",0.0486766448667866,0.0344156815801286,NA,0.00934293268009978,NA,0.0699893955461293
"1980-12-23",0.0421898543445505,0.0104151598437725,NA,0.0277841493462772,NA,0
"1980-12-24",0.0526506024096387,-0.00615604867573372,NA,-0.00901341933997579,NA,-0.00991080277502454
"1980-12-26",0.0922894967761625,0.00835494093921052,NA,0,NA,0.0100100100100098
"1980-12-29",0.0140761439049948,-0.0102857142857143,NA,-0.0181835352918955,NA,0.00991080277502476
"1980-12-30",-0.024282712775118,0,NA,-0.00925645028820044,NA,0.0166830225711483
"1980-12-31",-0.0284877153346512,0.018620092378753,NA,0.00934293268009978,NA,0.00965250965250974
"1981-01-02",0.0110097743541295,0.0102026356808842,NA,0,NA,0
"1981-01-05",-0.0217438182863715,0.0324028615514098,NA,0.0555608994517163,NA,-0.00956022944550672
"1981-01-06",-0.0444542415224659,0.00978260869565228,NA,0,NA,0.0193050193050193
"1981-01-07",-0.0426390864700681,-0.0156081808396126,NA,-0.00877623407029404,NA,-0.00946969696969702
"1981-01-08",-0.0202409638554216,-0.0117550574084198,NA,-0.0176937329391964,NA,-0.0162523900573615
"1981-01-09",0.0537383177570094,0.00802213001383123,NA,0,NA,0.00680272108843538
"1981-01-12",-0.00785778192710163,0,NA,-0.0180196394632265,NA,-0.0067567567567568
"1981-01-13",-0.0355616545775339,-0.0119374313940724,NA,-0.00917881833710898,NA,-0.0097181729834791
"1981-01-14",0.0041060248800715,-0.0240244410498541,NA,0,NA,-0.00981354268891077
"1981-01-15",0.0204056844406657,0.0021343198634034,NA,-0.0185129005764009,NA,-0.00991080277502454
"1981-01-16",-0.00801491885886607,-0.00212977424393002,NA,0.0188620926217706,NA,-0.0270270270270271
"1981-01-19",0.0604775808967641,0,NA,0.00926384952903825,NA,0.00823045267489708
"1981-01-20",-0.0304001810432617,-0.0204894706886739,NA,-0.00917881833710898,NA,-0.00816326530612244
"1981-01-21",0.0196055549072238,-0.00203370133643233,NA,0.00926384952903825,NA,0
"1981-01-22",0.0115218801266643,0.00422125181950506,NA,0,NA,-0.0102880658436214
"1981-01-23",-0.00380945196695948,0.0124655747209741,NA,-0.00917881833710898,NA,0
"1981-01-26",-0.0152582159624414,0.0227630637079457,NA,0,NA,0.0488565488565489
"1981-01-27",-0.00776654235072483,0.00601903695408734,NA,-0.0185129005764009,NA,0.00991080277502476
"1981-01-28",-0.0312318363234781,-0.00403506330875181,NA,0.0188620926217706,NA,-0.00981354268891077
"1981-01-29",-0.0362785488580456,-0.0100586756077117,NA,-0.00925645028820044,NA,0
"1981-01-30",-0.0544118867767909,-0.00409257691222131,NA,0.00934293268009978,NA,-0.0198216055500494
"1981-02-02",-0.0574990124215424,-0.0102026356808842,NA,-0.00925645028820044,NA,-0.0273003033367039
"1981-02-03",0.0375355097098682,0.00214745884037226,NA,0.00934293268009978,NA,0.0103950103950103
"1981-02-04",0.0362224516360699,-0.00414285714285723,NA,0.0185202998172387,NA,-0.0102880658436214
"1981-02-05",0,0.014488595610386,NA,0.0181835352918955,NA,0
"1981-02-06",0.0043316295590401,0.0101809954751131,NA,0.0267846313010596,NA,-0.00935550935550933
"1981-02-09",-0.0521435348917449,0.00797872340425521,NA,-0.00869299348894093,NA,0.0094438614900314
"1981-02-10",0,0.00999861130398561,NA,0.0263146826676386,NA,0
"1981-02-11",-0.0321244937889611,-0.00591227828956409,NA,0.0170955932573833,NA,-0.00207900207900202
"1981-02-12",-0.00949649757886328,-0.00594744121715085,NA,-0.00840748077762488,NA,0
"1981-02-13",-0.0239214011106366,-0.0160011131209127,NA,-0.0169439873224841,NA,-0.0197916666666667
"1981-02-17",0.0245076586433262,0.00608031674208132,NA,-0.0172429233747357,NA,0
"1981-02-18",0.0430964924770989,0.0161630358397753,NA,-0.00877623407029404,NA,0.0201912858661
"1981-02-19",-0.0596532738772353,-0.00401106500691573,NA,0,NA,0.0395833333333333
"1981-02-20",-0.0536630213877867,0.0120816553256493,NA,0.0265547430802089,NA,-0.0180360721442886
"1981-02-23",0.0154931737996624,0.0237376509330405,NA,0.0172360344720688,NA,0.0183673469387755
"1981-02-24",-0.0355488418932527,0.0115266050127329,NA,0.00847876583842933,NA,0.00901803607214435
"1981-02-25",0.0631721833559569,0.0229230157678548,NA,-0.00840748077762488,NA,-0.00893743793445889
"1981-02-26",0.0148300923197799,0.00556994818652834,NA,0,NA,-0.0100200400801603
"1981-02-27",0.0341623923352365,-0.00927476491047274,NA,0.00847876583842933,NA,0
"1981-03-02",0.00472580947033507,-0.0057209725653361,NA,-0.016808246315012,NA,-0.0080971659919028
"1981-03-03",-0.0141107437246774,-0.00562312017784761,NA,0,NA,0
"1981-03-04",-0.00949456778460089,0.00565491846396649,NA,0.0427355681228316,NA,0
"1981-03-05",-0.00481663407887833,-0.00758467372825944,NA,0,NA,0.00816326530612232
"1981-03-06",-0.00967989265861613,-0.00197654499934119,NA,-0.00820074802350179,NA,0.0192307692307694
"1981-03-09",-0.078050904867899,0.0308951676789015,NA,-0.0247924605559482,NA,0.0297914597815292
"1981-03-10",-0.047604051855351,0.00371413934426235,NA,0.00847876583842933,NA,-0.00964320154291232
"1981-03-11",-0.0389066460928027,-0.0112287865254562,NA,0.00840076553738722,NA,0.00973709834469338
"1981-03-12",0.0404816513761468,0.0188411407923603,NA,0,NA,0.0260366441658633
"1981-03-13",-0.0111319299019066,-0.0110196326789106,NA,0.0166682205026438,NA,-0.00939849624060152
"1981-03-16",0.0393446277307177,0.0222848360655736,NA,0,NA,-0.00853889943074015
"1981-03-17",0.048632707774799,-0.0164119268353795,NA,0.016394945928774,NA,-0.00765550239234447
"1981-03-18",0.061870430025055,0.007387593937078,NA,0.00806202149872393,NA,0.0260366441658633
"1981-03-19",-0.00972697067462802,-0.0110001264382348,NA,0.0079975451180454,NA,-0.00939849624060152
"1981-03-20",0.00982251398006317,-0.00370749169010498,NA,0.00794043406014944,NA,-0.00853889943074015
"1981-03-23",0.0388115760581691,0.00192480431156161,NA,0.0236210563406867,NA,0
"1981-03-24",-0.00463542390951655,-0.014984631147541,NA,0.0153860339316449,NA,0
"1981-03-25",-0.0188143249662366,0.0152125861396437,NA,0.00757341857212901,NA,0.0181818181818183
"1981-03-26",-0.0191276282690208,-0.0112704918032787,NA,0,NA,0
"1981-03-27",-0.0341623923352367,-0.0132124352331607,NA,-0.015038994436233,NA,-0.00939849624060152
"1981-03-30",0,0.0133893410343924,NA,-0.0152625189866469,NA,0
"1981-03-31",-0.0100701402805611,0.0113989637305698,NA,0.0232548055182156,NA,0.0189753320683113
"1981-04-01",-0.0102231894326634,0.00371413934426235,NA,-0.00757947246387347,NA,-0.0093109869646183
"1981-04-02",0.0876412537710283,0.0148015822381014,NA,-0.00763125949332344,NA,0
"1981-04-03",0.00474824878943148,-0.0164717716584936,NA,0.00768994344725837,NA,0.00939849624060152
"1981-04-06",-0.0188564476885643,-0.00933265149578122,NA,-0.00763125949332344,NA,-0.0186219739292366
"1981-04-07",-0.00963326815775678,-0.0206478255258743,NA,0,NA,-0.00853889943074015
"1981-04-08",0.0485385467327972,0.00961918566346021,NA,-0.0153860339316448,NA,0
"1981-04-09",0.0185074626865671,0.00378491255546853,NA,0.0156264632250571,NA,0
"1981-04-10",0.0136621877536298,0.00754128201794302,NA,-0.00768994344725848,NA,-0.00765550239234447
"1981-04-13",0,-0.00554910311007872,NA,-0.0155052685700833,NA,-0.00964320154291232
"1981-04-14",0,-0.0114196729820919,NA,0,NA,-0.00973709834469327
"1981-04-15",-0.0493305457942264,0.0133893410343924,NA,0.015749468306004,NA,-0.00983284169124854
"1981-04-16",-0.056616133258469,-0.00569948186528502,NA,0.0154990738962639,NA,0
"1981-04-20",0.0300069437555799,0.0132881709223556,NA,-0.0228998786074628,NA,0.019860973187686
"1981-04-21",0.0679443347618818,-0.00179994857289789,NA,0.00781635315931739,NA,-0.00973709834469327
"1981-04-22",0.036387410947786,-0.00193199381761977,NA,-0.00775573162195131,NA,0
"1981-04-23",0.0263215140308897,0.00761388566266619,NA,0.00781635315931739,NA,0
"1981-04-24",-0.00856295040271304,0.0222848360655736,NA,0,NA,0.00983284169124876
"1981-04-27",-0.00863690781597404,0.0182911550989728,NA,0,NA,0.026290165530672
